image_number,age_group_original,age_group_binned,age_group_confidence,gender,gender_confidence,aligned_path
14715,20-29,20-29,0.6839,female,1.0,aligned_faces\14715.png
14716,30-39,30-39,0.675,female,1.0,aligned_faces\14716.png
14717,0-2,0-5,1.0,male,1.0,aligned_faces\14717.png
14718,20-29,20-29,0.6389,female,1.0,aligned_faces\14718.png
14719,30-39,30-39,0.6679,female,1.0,aligned_faces\14719.png
14720,40-49,40-49,1.0,female,1.0,aligned_faces\14720.png
14721,30-39,30-39,0.6568,female,1.0,aligned_faces\14721.png
14722,30-39,30-39,0.6324,female,1.0,aligned_faces\14722.png
14723,10-14,6-12,1.0,female,1.0,aligned_faces\14723.png
14724,0-2,0-5,1.0,male,1.0,aligned_faces\14724.png
14725,30-39,30-39,0.6363,male,0.6966,aligned_faces\14725.png
14726,20-29,20-29,0.6743,female,1.0,aligned_faces\14726.png
14727,20-29,20-29,1.0,female,1.0,aligned_faces\14727.png
14728,20-29,20-29,0.6826,male,1.0,aligned_faces\14728.png
14729,50-69,50-69,0.6981,male,1.0,aligned_faces\14729.png
14730,20-29,20-29,0.6554,female,1.0,aligned_faces\14730.png
14731,50-69,50-69,0.6884,female,1.0,aligned_faces\14731.png
14732,20-29,20-29,0.3497,male,1.0,aligned_faces\14732.png
14733,30-39,30-39,1.0,male,1.0,aligned_faces\14733.png
14734,3-6,0-5,0.659,female,1.0,aligned_faces\14734.png
14735,20-29,20-29,0.6862,female,1.0,aligned_faces\14735.png
14736,7-9,6-12,0.6544,female,1.0,aligned_faces\14736.png
14737,30-39,30-39,0.687,male,1.0,aligned_faces\14737.png
14738,40-49,40-49,0.6631,male,1.0,aligned_faces\14738.png
14739,20-29,20-29,1.0,female,1.0,aligned_faces\14739.png
14740,40-49,40-49,1.0,male,1.0,aligned_faces\14740.png
14741,50-69,50-69,1.0,male,0.6766,aligned_faces\14741.png
14742,40-49,40-49,0.6816,male,1.0,aligned_faces\14742.png
14743,20-29,20-29,0.6396,male,1.0,aligned_faces\14743.png
14744,20-29,20-29,0.6824,female,1.0,aligned_faces\14744.png
14745,30-39,30-39,0.6732,male,1.0,aligned_faces\14745.png
14746,0-2,0-5,0.6911,male,0.6911,aligned_faces\14746.png
14747,7-9,6-12,0.3414,female,0.6724,aligned_faces\14747.png
14748,40-49,40-49,1.0,male,1.0,aligned_faces\14748.png
14749,30-39,30-39,0.3583,female,1.0,aligned_faces\14749.png
14750,30-39,30-39,0.6568,male,1.0,aligned_faces\14750.png
14751,40-49,40-49,1.0,female,1.0,aligned_faces\14751.png
14752,50-69,50-69,0.6745,male,1.0,aligned_faces\14752.png
14753,15-19,13-19,1.0,female,1.0,aligned_faces\14753.png
14754,20-29,20-29,1.0,male,1.0,aligned_faces\14754.png
14755,20-29,20-29,0.6373,female,1.0,aligned_faces\14755.png
14756,40-49,40-49,1.0,female,1.0,aligned_faces\14756.png
14757,15-19,13-19,0.6803,female,1.0,aligned_faces\14757.png
14758,30-39,30-39,0.6303,female,0.6712,aligned_faces\14758.png
14759,7-9,6-12,0.6299,female,1.0,aligned_faces\14759.png
14760,20-29,20-29,0.66,female,1.0,aligned_faces\14760.png
14761,20-29,20-29,1.0,female,1.0,aligned_faces\14761.png
14762,40-49,40-49,0.6807,male,1.0,aligned_faces\14762.png
14763,30-39,30-39,1.0,male,1.0,aligned_faces\14763.png
14764,3-6,0-5,0.6691,male,1.0,aligned_faces\14764.png
14765,30-39,30-39,0.6793,female,1.0,aligned_faces\14765.png
14766,50-69,50-69,0.6861,male,1.0,aligned_faces\14766.png
14767,30-39,30-39,0.3686,male,1.0,aligned_faces\14767.png
14768,40-49,40-49,0.6811,female,1.0,aligned_faces\14768.png
14769,20-29,20-29,1.0,male,1.0,aligned_faces\14769.png
14770,50-69,50-69,0.6742,male,1.0,aligned_faces\14770.png
14771,30-39,30-39,0.3439,male,0.6644,aligned_faces\14771.png
14772,0-2,0-5,1.0,female,1.0,aligned_faces\14772.png
14773,20-29,20-29,1.0,female,1.0,aligned_faces\14773.png
14774,40-49,40-49,0.6311,female,1.0,aligned_faces\14774.png
14775,30-39,30-39,0.6744,female,1.0,aligned_faces\14775.png
14776,20-29,20-29,0.6512,female,1.0,aligned_faces\14776.png
14777,20-29,20-29,1.0,female,1.0,aligned_faces\14777.png
14778,30-39,30-39,0.6442,female,1.0,aligned_faces\14778.png
14779,50-69,50-69,0.6508,female,1.0,aligned_faces\14779.png
14780,30-39,30-39,0.6445,male,1.0,aligned_faces\14780.png
14781,30-39,30-39,0.6432,male,1.0,aligned_faces\14781.png
14782,20-29,20-29,1.0,female,1.0,aligned_faces\14782.png
14783,40-49,40-49,0.6467,male,0.6467,aligned_faces\14783.png
14784,40-49,40-49,1.0,male,1.0,aligned_faces\14784.png
14785,20-29,20-29,0.6652,female,1.0,aligned_faces\14785.png
14786,10-14,6-12,1.0,male,1.0,aligned_faces\14786.png
14787,7-9,6-12,1.0,female,1.0,aligned_faces\14787.png
14788,50-69,50-69,1.0,male,1.0,aligned_faces\14788.png
14789,3-6,0-5,1.0,female,1.0,aligned_faces\14789.png
14790,15-19,13-19,0.6933,male,1.0,aligned_faces\14790.png
14791,40-49,40-49,0.6821,female,1.0,aligned_faces\14791.png
14792,30-39,30-39,1.0,female,1.0,aligned_faces\14792.png
14793,3-6,0-5,0.6734,female,1.0,aligned_faces\14793.png
14794,15-19,13-19,0.6765,female,1.0,aligned_faces\14794.png
14795,3-6,0-5,0.6777,female,1.0,aligned_faces\14795.png
14796,10-14,6-12,0.6481,female,1.0,aligned_faces\14796.png
14797,10-14,6-12,0.6747,female,1.0,aligned_faces\14797.png
14798,30-39,30-39,0.6854,male,1.0,aligned_faces\14798.png
14799,3-6,0-5,1.0,male,1.0,aligned_faces\14799.png
14800,10-14,6-12,0.3436,female,1.0,aligned_faces\14800.png
14801,50-69,50-69,1.0,female,1.0,aligned_faces\14801.png
14802,20-29,20-29,0.6518,male,1.0,aligned_faces\14802.png
14803,50-69,50-69,1.0,female,1.0,aligned_faces\14803.png
14804,50-69,50-69,0.648,female,1.0,aligned_faces\14804.png
14805,7-9,6-12,0.6736,female,1.0,aligned_faces\14805.png
14806,30-39,30-39,0.6613,female,1.0,aligned_faces\14806.png
14807,70-120,70+,0.6684,male,1.0,aligned_faces\14807.png
14808,20-29,20-29,1.0,female,1.0,aligned_faces\14808.png
14809,30-39,30-39,0.6411,male,0.6699,aligned_faces\14809.png
14810,20-29,20-29,1.0,male,1.0,aligned_faces\14810.png
14811,30-39,30-39,0.6455,male,1.0,aligned_faces\14811.png
14812,70-120,70+,1.0,female,1.0,aligned_faces\14812.png
14813,20-29,20-29,0.6547,male,1.0,aligned_faces\14813.png
14814,30-39,30-39,0.6646,male,1.0,aligned_faces\14814.png
14815,20-29,20-29,1.0,male,1.0,aligned_faces\14815.png
14816,7-9,6-12,0.6616,female,1.0,aligned_faces\14816.png
14817,30-39,30-39,0.6898,female,1.0,aligned_faces\14817.png
14818,50-69,50-69,0.6477,male,1.0,aligned_faces\14818.png
14819,20-29,20-29,0.6686,male,1.0,aligned_faces\14819.png
14820,30-39,30-39,0.6736,female,1.0,aligned_faces\14820.png
14821,3-6,0-5,0.6475,female,1.0,aligned_faces\14821.png
14822,20-29,20-29,0.6487,male,1.0,aligned_faces\14822.png
14823,20-29,20-29,1.0,female,1.0,aligned_faces\14823.png
14824,7-9,6-12,1.0,female,1.0,aligned_faces\14824.png
14825,20-29,20-29,1.0,male,1.0,aligned_faces\14825.png
14826,15-19,13-19,0.6404,female,1.0,aligned_faces\14826.png
14827,15-19,13-19,0.6386,female,1.0,aligned_faces\14827.png
14828,30-39,30-39,0.7063,female,1.0,aligned_faces\14828.png
14829,70-120,70+,0.6646,male,1.0,aligned_faces\14829.png
14830,7-9,6-12,0.6692,female,1.0,aligned_faces\14830.png
14831,50-69,50-69,1.0,male,1.0,aligned_faces\14831.png
14832,30-39,30-39,0.3456,female,1.0,aligned_faces\14832.png
14833,30-39,30-39,0.6671,female,1.0,aligned_faces\14833.png
14834,3-6,0-5,0.6747,male,1.0,aligned_faces\14834.png
14835,30-39,30-39,0.3609,male,1.0,aligned_faces\14835.png
14836,50-69,50-69,0.3588,female,0.671,aligned_faces\14836.png
14837,30-39,30-39,0.3697,male,1.0,aligned_faces\14837.png
14838,20-29,20-29,0.6668,female,1.0,aligned_faces\14838.png
14839,20-29,20-29,1.0,female,1.0,aligned_faces\14839.png
14840,30-39,30-39,0.5015,female,1.0,aligned_faces\14840.png
14841,15-19,13-19,0.3443,male,1.0,aligned_faces\14841.png
14842,30-39,30-39,1.0,female,1.0,aligned_faces\14842.png
14843,30-39,30-39,1.0,female,1.0,aligned_faces\14843.png
14844,20-29,20-29,0.633,male,1.0,aligned_faces\14844.png
14845,20-29,20-29,0.6694,female,1.0,aligned_faces\14845.png
14846,3-6,0-5,1.0,female,1.0,aligned_faces\14846.png
14847,30-39,30-39,0.6344,female,1.0,aligned_faces\14847.png
14848,0-2,0-5,1.0,female,1.0,aligned_faces\14848.png
14849,20-29,20-29,0.6674,female,1.0,aligned_faces\14849.png
14850,40-49,40-49,0.338,female,0.6669,aligned_faces\14850.png
14851,40-49,40-49,0.6456,male,1.0,aligned_faces\14851.png
14852,30-39,30-39,0.6644,female,1.0,aligned_faces\14852.png
14853,3-6,0-5,0.6533,female,1.0,aligned_faces\14853.png
14854,50-69,50-69,0.6151,male,1.0,aligned_faces\14854.png
14855,20-29,20-29,0.6828,male,1.0,aligned_faces\14855.png
14856,70-120,70+,0.6463,male,1.0,aligned_faces\14856.png
14857,30-39,30-39,1.0,female,1.0,aligned_faces\14857.png
14858,15-19,13-19,0.6839,male,0.6839,aligned_faces\14858.png
14859,20-29,20-29,0.6516,female,1.0,aligned_faces\14859.png
14860,0-2,0-5,1.0,male,1.0,aligned_faces\14860.png
14861,50-69,50-69,1.0,female,1.0,aligned_faces\14861.png
14862,70-120,70+,1.0,male,1.0,aligned_faces\14862.png
14863,15-19,13-19,0.6787,male,0.6822,aligned_faces\14863.png
14864,50-69,50-69,0.6557,male,1.0,aligned_faces\14864.png
14865,30-39,30-39,1.0,male,1.0,aligned_faces\14865.png
14866,20-29,20-29,1.0,male,1.0,aligned_faces\14866.png
14867,10-14,6-12,0.6705,female,1.0,aligned_faces\14867.png
14868,20-29,20-29,0.6538,female,1.0,aligned_faces\14868.png
14869,40-49,40-49,0.6912,male,1.0,aligned_faces\14869.png
14870,20-29,20-29,0.6228,female,1.0,aligned_faces\14870.png
14871,50-69,50-69,0.6613,male,1.0,aligned_faces\14871.png
14872,50-69,50-69,0.6307,female,1.0,aligned_faces\14872.png
14873,30-39,30-39,0.6661,male,1.0,aligned_faces\14873.png
14874,30-39,30-39,1.0,male,1.0,aligned_faces\14874.png
14875,20-29,20-29,1.0,female,1.0,aligned_faces\14875.png
14876,7-9,6-12,0.6825,male,1.0,aligned_faces\14876.png
14877,20-29,20-29,1.0,female,1.0,aligned_faces\14877.png
14878,30-39,30-39,0.6444,female,1.0,aligned_faces\14878.png
14879,20-29,20-29,0.6801,female,1.0,aligned_faces\14879.png
14880,20-29,20-29,0.3555,male,1.0,aligned_faces\14880.png
14881,50-69,50-69,1.0,female,1.0,aligned_faces\14881.png
14882,20-29,20-29,1.0,male,1.0,aligned_faces\14882.png
14883,20-29,20-29,1.0,female,1.0,aligned_faces\14883.png
14884,20-29,20-29,1.0,male,0.6467,aligned_faces\14884.png
14885,40-49,40-49,0.6878,male,1.0,aligned_faces\14885.png
14886,20-29,20-29,0.6761,female,1.0,aligned_faces\14886.png
14887,0-2,0-5,1.0,female,1.0,aligned_faces\14887.png
14888,30-39,30-39,0.6393,female,1.0,aligned_faces\14888.png
14889,30-39,30-39,1.0,male,1.0,aligned_faces\14889.png
14890,50-69,50-69,0.6688,female,1.0,aligned_faces\14890.png
14891,10-14,6-12,0.6977,male,1.0,aligned_faces\14891.png
14892,20-29,20-29,1.0,male,1.0,aligned_faces\14892.png
14893,20-29,20-29,1.0,female,1.0,aligned_faces\14893.png
14894,3-6,0-5,0.7151,male,1.0,aligned_faces\14894.png
14895,30-39,30-39,0.669,male,1.0,aligned_faces\14895.png
14896,30-39,30-39,1.0,male,1.0,aligned_faces\14896.png
14897,30-39,30-39,0.6693,male,1.0,aligned_faces\14897.png
14898,40-49,40-49,0.6553,male,1.0,aligned_faces\14898.png
14899,20-29,20-29,0.6339,female,1.0,aligned_faces\14899.png
14900,20-29,20-29,0.6769,male,1.0,aligned_faces\14900.png
14901,30-39,30-39,1.0,male,1.0,aligned_faces\14901.png
14902,20-29,20-29,0.6593,female,1.0,aligned_faces\14902.png
14903,50-69,50-69,0.3491,female,1.0,aligned_faces\14903.png
14904,50-69,50-69,1.0,male,0.6834,aligned_faces\14904.png
14905,30-39,30-39,0.6653,male,1.0,aligned_faces\14905.png
14906,70-120,70+,0.6714,male,1.0,aligned_faces\14906.png
14907,50-69,50-69,0.7059,male,1.0,aligned_faces\14907.png
14908,20-29,20-29,1.0,female,1.0,aligned_faces\14908.png
14909,20-29,20-29,0.6903,female,1.0,aligned_faces\14909.png
14910,10-14,6-12,0.6332,male,1.0,aligned_faces\14910.png
14911,40-49,40-49,0.3432,female,1.0,aligned_faces\14911.png
14912,20-29,20-29,0.6746,male,1.0,aligned_faces\14912.png
14913,30-39,30-39,1.0,female,1.0,aligned_faces\14913.png
14914,0-2,0-5,0.378,female,1.0,aligned_faces\14914.png
14915,40-49,40-49,0.6603,male,1.0,aligned_faces\14915.png
14916,20-29,20-29,0.6537,female,1.0,aligned_faces\14916.png
14917,0-2,0-5,1.0,female,1.0,aligned_faces\14917.png
14918,3-6,0-5,0.6692,female,1.0,aligned_faces\14918.png
14919,40-49,40-49,0.3494,male,1.0,aligned_faces\14919.png
14920,20-29,20-29,1.0,male,1.0,aligned_faces\14920.png
14921,20-29,20-29,1.0,male,1.0,aligned_faces\14921.png
14922,20-29,20-29,0.6552,female,1.0,aligned_faces\14922.png
14923,40-49,40-49,0.6614,male,1.0,aligned_faces\14923.png
14924,7-9,6-12,0.6968,male,1.0,aligned_faces\14924.png
14925,20-29,20-29,0.6521,female,1.0,aligned_faces\14925.png
14926,30-39,30-39,0.6512,female,1.0,aligned_faces\14926.png
14927,30-39,30-39,0.6677,female,1.0,aligned_faces\14927.png
14928,20-29,20-29,0.3471,female,1.0,aligned_faces\14928.png
14929,0-2,0-5,0.677,male,1.0,aligned_faces\14929.png
14930,20-29,20-29,0.6973,female,1.0,aligned_faces\14930.png
14931,20-29,20-29,1.0,female,1.0,aligned_faces\14931.png
14932,50-69,50-69,1.0,male,0.666,aligned_faces\14932.png
14933,30-39,30-39,0.3528,female,0.6932,aligned_faces\14933.png
14934,20-29,20-29,0.6453,female,1.0,aligned_faces\14934.png
14935,15-19,13-19,0.6633,female,1.0,aligned_faces\14935.png
14936,70-120,70+,0.6499,male,1.0,aligned_faces\14936.png
14937,3-6,0-5,0.7029,female,1.0,aligned_faces\14937.png
14938,15-19,13-19,1.0,female,1.0,aligned_faces\14938.png
14939,40-49,40-49,0.6454,male,1.0,aligned_faces\14939.png
14940,20-29,20-29,1.0,male,1.0,aligned_faces\14940.png
14941,20-29,20-29,0.6515,female,0.6515,aligned_faces\14941.png
14942,50-69,50-69,0.6941,male,1.0,aligned_faces\14942.png
14943,20-29,20-29,1.0,female,1.0,aligned_faces\14943.png
14944,0-2,0-5,1.0,male,1.0,aligned_faces\14944.png
14945,30-39,30-39,1.0,female,1.0,aligned_faces\14945.png
14946,20-29,20-29,1.0,female,1.0,aligned_faces\14946.png
14947,30-39,30-39,1.0,male,1.0,aligned_faces\14947.png
14948,50-69,50-69,0.6882,female,1.0,aligned_faces\14948.png
14949,50-69,50-69,0.3443,male,0.6718,aligned_faces\14949.png
14950,50-69,50-69,0.7217,male,1.0,aligned_faces\14950.png
14951,30-39,30-39,0.6817,female,1.0,aligned_faces\14951.png
14952,50-69,50-69,0.6923,male,1.0,aligned_faces\14952.png
14953,10-14,6-12,1.0,male,1.0,aligned_faces\14953.png
14954,50-69,50-69,0.6768,male,1.0,aligned_faces\14954.png
14955,20-29,20-29,1.0,female,1.0,aligned_faces\14955.png
14956,20-29,20-29,0.6484,female,1.0,aligned_faces\14956.png
14957,20-29,20-29,0.6617,female,1.0,aligned_faces\14957.png
14958,40-49,40-49,0.6623,female,1.0,aligned_faces\14958.png
14959,15-19,13-19,0.6562,male,1.0,aligned_faces\14959.png
14960,40-49,40-49,0.6464,female,1.0,aligned_faces\14960.png
14961,20-29,20-29,0.6675,female,1.0,aligned_faces\14961.png
14962,70-120,70+,0.7047,female,1.0,aligned_faces\14962.png
14963,30-39,30-39,0.6176,female,1.0,aligned_faces\14963.png
14964,20-29,20-29,1.0,male,1.0,aligned_faces\14964.png
14965,30-39,30-39,1.0,male,1.0,aligned_faces\14965.png
14966,20-29,20-29,1.0,male,1.0,aligned_faces\14966.png
14967,30-39,30-39,0.6942,male,1.0,aligned_faces\14967.png
14968,20-29,20-29,0.6449,male,1.0,aligned_faces\14968.png
14969,40-49,40-49,1.0,male,1.0,aligned_faces\14969.png
14970,30-39,30-39,0.6479,male,1.0,aligned_faces\14970.png
14971,15-19,13-19,0.6255,female,1.0,aligned_faces\14971.png
14972,10-14,6-12,0.6653,female,1.0,aligned_faces\14972.png
14973,30-39,30-39,0.6262,female,1.0,aligned_faces\14973.png
14974,10-14,6-12,0.6757,male,1.0,aligned_faces\14974.png
14975,20-29,20-29,0.6744,female,1.0,aligned_faces\14975.png
14976,20-29,20-29,1.0,female,1.0,aligned_faces\14976.png
14977,15-19,13-19,0.6503,male,1.0,aligned_faces\14977.png
14978,0-2,0-5,1.0,male,0.6659,aligned_faces\14978.png
14979,30-39,30-39,1.0,male,1.0,aligned_faces\14979.png
14980,30-39,30-39,0.6482,male,1.0,aligned_faces\14980.png
14981,50-69,50-69,0.6941,female,1.0,aligned_faces\14981.png
14982,30-39,30-39,1.0,male,1.0,aligned_faces\14982.png
14983,15-19,13-19,0.6646,female,1.0,aligned_faces\14983.png
14984,40-49,40-49,1.0,female,1.0,aligned_faces\14984.png
14985,70-120,70+,1.0,female,1.0,aligned_faces\14985.png
14986,30-39,30-39,0.6992,male,1.0,aligned_faces\14986.png
14987,20-29,20-29,1.0,female,1.0,aligned_faces\14987.png
14988,20-29,20-29,1.0,female,1.0,aligned_faces\14988.png
14989,7-9,6-12,0.3553,male,1.0,aligned_faces\14989.png
14990,30-39,30-39,0.6754,female,1.0,aligned_faces\14990.png
14991,10-14,6-12,0.3521,female,1.0,aligned_faces\14991.png
14992,50-69,50-69,0.6811,male,1.0,aligned_faces\14992.png
14993,10-14,6-12,0.6668,male,0.6668,aligned_faces\14993.png
14994,20-29,20-29,1.0,female,1.0,aligned_faces\14994.png
14995,3-6,0-5,0.6562,female,1.0,aligned_faces\14995.png
14996,30-39,30-39,0.6754,male,1.0,aligned_faces\14996.png
14997,20-29,20-29,0.3566,female,1.0,aligned_faces\14997.png
14998,30-39,30-39,0.3387,male,1.0,aligned_faces\14998.png
14999,70-120,70+,0.6894,male,1.0,aligned_faces\14999.png
15000,20-29,20-29,1.0,female,1.0,aligned_faces\15000.png
15001,30-39,30-39,1.0,male,1.0,aligned_faces\15001.png
15002,30-39,30-39,0.6632,female,1.0,aligned_faces\15002.png
15003,30-39,30-39,0.6649,male,1.0,aligned_faces\15003.png
15004,20-29,20-29,0.6922,female,1.0,aligned_faces\15004.png
15005,40-49,40-49,0.3901,male,1.0,aligned_faces\15005.png
15006,3-6,0-5,0.6686,male,1.0,aligned_faces\15006.png
15007,20-29,20-29,0.6763,male,1.0,aligned_faces\15007.png
15008,20-29,20-29,0.6738,female,1.0,aligned_faces\15008.png
15009,30-39,30-39,0.6585,female,1.0,aligned_faces\15009.png
15010,30-39,30-39,0.6781,female,1.0,aligned_faces\15010.png
15011,50-69,50-69,0.661,male,1.0,aligned_faces\15011.png
15012,40-49,40-49,0.3333,male,1.0,aligned_faces\15012.png
15013,20-29,20-29,0.6839,female,1.0,aligned_faces\15013.png
15014,30-39,30-39,1.0,male,1.0,aligned_faces\15014.png
15015,20-29,20-29,0.3665,female,1.0,aligned_faces\15015.png
15016,30-39,30-39,0.351,female,1.0,aligned_faces\15016.png
15017,40-49,40-49,1.0,male,1.0,aligned_faces\15017.png
15018,20-29,20-29,0.3471,female,1.0,aligned_faces\15018.png
15019,20-29,20-29,1.0,female,1.0,aligned_faces\15019.png
15020,7-9,6-12,0.6813,male,1.0,aligned_faces\15020.png
15021,20-29,20-29,1.0,female,1.0,aligned_faces\15021.png
15022,20-29,20-29,1.0,female,1.0,aligned_faces\15022.png
15023,20-29,20-29,1.0,male,0.6736,aligned_faces\15023.png
15024,20-29,20-29,1.0,female,0.6525,aligned_faces\15024.png
15025,20-29,20-29,0.6581,male,1.0,aligned_faces\15025.png
15026,20-29,20-29,0.7063,female,1.0,aligned_faces\15026.png
15027,30-39,30-39,1.0,male,1.0,aligned_faces\15027.png
15028,15-19,13-19,0.3626,female,1.0,aligned_faces\15028.png
15029,20-29,20-29,0.6573,female,0.6573,aligned_faces\15029.png
15030,20-29,20-29,1.0,female,1.0,aligned_faces\15030.png
15031,20-29,20-29,0.6531,female,1.0,aligned_faces\15031.png
15032,50-69,50-69,1.0,male,1.0,aligned_faces\15032.png
15033,20-29,20-29,0.6708,male,1.0,aligned_faces\15033.png
15034,50-69,50-69,0.6394,female,0.6394,aligned_faces\15034.png
15035,10-14,6-12,0.3398,male,1.0,aligned_faces\15035.png
15036,30-39,30-39,0.6899,female,1.0,aligned_faces\15036.png
15037,7-9,6-12,0.6515,female,1.0,aligned_faces\15037.png
15038,50-69,50-69,0.667,male,1.0,aligned_faces\15038.png
15039,50-69,50-69,0.6357,female,1.0,aligned_faces\15039.png
15040,20-29,20-29,1.0,male,1.0,aligned_faces\15040.png
15041,20-29,20-29,0.655,male,1.0,aligned_faces\15041.png
15042,20-29,20-29,0.6941,male,1.0,aligned_faces\15042.png
15043,20-29,20-29,0.6719,female,1.0,aligned_faces\15043.png
15044,40-49,40-49,1.0,female,0.6878,aligned_faces\15044.png
15045,30-39,30-39,0.3412,female,1.0,aligned_faces\15045.png
15046,30-39,30-39,0.6685,female,1.0,aligned_faces\15046.png
15047,7-9,6-12,0.679,female,1.0,aligned_faces\15047.png
15048,30-39,30-39,0.6798,female,1.0,aligned_faces\15048.png
15049,20-29,20-29,0.6337,female,1.0,aligned_faces\15049.png
15050,30-39,30-39,0.6443,female,1.0,aligned_faces\15050.png
15051,20-29,20-29,1.0,male,1.0,aligned_faces\15051.png
15052,3-6,0-5,1.0,female,1.0,aligned_faces\15052.png
15053,20-29,20-29,0.686,male,1.0,aligned_faces\15053.png
15054,20-29,20-29,1.0,male,1.0,aligned_faces\15054.png
15055,20-29,20-29,0.6669,female,1.0,aligned_faces\15055.png
15056,50-69,50-69,0.6501,female,1.0,aligned_faces\15056.png
15057,20-29,20-29,1.0,male,1.0,aligned_faces\15057.png
15058,40-49,40-49,0.705,female,1.0,aligned_faces\15058.png
15059,30-39,30-39,0.6512,female,1.0,aligned_faces\15059.png
15060,3-6,0-5,1.0,female,0.6838,aligned_faces\15060.png
15061,30-39,30-39,0.6446,female,1.0,aligned_faces\15061.png
15062,20-29,20-29,1.0,male,1.0,aligned_faces\15062.png
15063,70-120,70+,0.6786,male,1.0,aligned_faces\15063.png
15064,20-29,20-29,0.6547,female,1.0,aligned_faces\15064.png
15065,30-39,30-39,0.682,male,1.0,aligned_faces\15065.png
15066,20-29,20-29,0.6728,female,1.0,aligned_faces\15066.png
15067,40-49,40-49,0.6747,female,1.0,aligned_faces\15067.png
15068,0-2,0-5,1.0,male,1.0,aligned_faces\15068.png
15069,50-69,50-69,0.3472,male,1.0,aligned_faces\15069.png
15070,20-29,20-29,1.0,female,1.0,aligned_faces\15070.png
15071,50-69,50-69,0.6915,female,1.0,aligned_faces\15071.png
15072,30-39,30-39,0.6657,female,1.0,aligned_faces\15072.png
15073,20-29,20-29,0.6828,female,1.0,aligned_faces\15073.png
15074,7-9,6-12,0.6654,female,1.0,aligned_faces\15074.png
15075,40-49,40-49,0.6579,female,1.0,aligned_faces\15075.png
15076,20-29,20-29,1.0,female,1.0,aligned_faces\15076.png
15077,15-19,13-19,0.6402,female,1.0,aligned_faces\15077.png
15078,10-14,6-12,0.6513,female,1.0,aligned_faces\15078.png
15079,10-14,6-12,0.3799,female,1.0,aligned_faces\15079.png
15080,40-49,40-49,1.0,male,1.0,aligned_faces\15080.png
15081,30-39,30-39,0.6627,male,1.0,aligned_faces\15081.png
15082,20-29,20-29,1.0,female,1.0,aligned_faces\15082.png
15083,7-9,6-12,1.0,female,1.0,aligned_faces\15083.png
15084,20-29,20-29,0.6462,female,1.0,aligned_faces\15084.png
15085,3-6,0-5,0.6786,female,0.6807,aligned_faces\15085.png
15086,70-120,70+,1.0,female,1.0,aligned_faces\15086.png
15087,70-120,70+,0.5151,female,1.0,aligned_faces\15087.png
15088,20-29,20-29,1.0,female,1.0,aligned_faces\15088.png
15089,20-29,20-29,0.6633,female,1.0,aligned_faces\15089.png
15090,30-39,30-39,0.6709,female,1.0,aligned_faces\15090.png
15091,70-120,70+,0.6579,male,1.0,aligned_faces\15091.png
15092,40-49,40-49,0.6275,male,1.0,aligned_faces\15092.png
15093,40-49,40-49,0.6471,male,1.0,aligned_faces\15093.png
15094,30-39,30-39,0.68,male,1.0,aligned_faces\15094.png
15095,40-49,40-49,0.6783,male,0.654,aligned_faces\15095.png
15096,20-29,20-29,1.0,female,1.0,aligned_faces\15096.png
15097,20-29,20-29,1.0,female,0.6334,aligned_faces\15097.png
15098,10-14,6-12,0.6744,female,0.688,aligned_faces\15098.png
15099,30-39,30-39,0.6799,male,1.0,aligned_faces\15099.png
15100,0-2,0-5,0.6784,male,1.0,aligned_faces\15100.png
15101,15-19,13-19,0.6462,female,0.6874,aligned_faces\15101.png
15102,40-49,40-49,1.0,male,1.0,aligned_faces\15102.png
15103,50-69,50-69,0.7136,female,1.0,aligned_faces\15103.png
15104,50-69,50-69,1.0,male,1.0,aligned_faces\15104.png
15105,15-19,13-19,0.6897,male,1.0,aligned_faces\15105.png
15106,0-2,0-5,1.0,female,0.6656,aligned_faces\15106.png
15107,20-29,20-29,0.621,female,1.0,aligned_faces\15107.png
15108,20-29,20-29,1.0,female,1.0,aligned_faces\15108.png
15109,20-29,20-29,0.3392,male,0.6624,aligned_faces\15109.png
15110,3-6,0-5,1.0,female,1.0,aligned_faces\15110.png
15111,20-29,20-29,1.0,female,1.0,aligned_faces\15111.png
15112,40-49,40-49,0.346,female,1.0,aligned_faces\15112.png
15113,40-49,40-49,0.6761,male,0.67,aligned_faces\15113.png
15114,30-39,30-39,0.6926,male,1.0,aligned_faces\15114.png
15115,30-39,30-39,0.6848,male,1.0,aligned_faces\15115.png
15116,7-9,6-12,1.0,male,1.0,aligned_faces\15116.png
15117,40-49,40-49,0.6785,male,1.0,aligned_faces\15117.png
15118,40-49,40-49,0.6496,female,1.0,aligned_faces\15118.png
15119,10-14,6-12,0.3629,female,1.0,aligned_faces\15119.png
15120,15-19,13-19,0.6574,female,1.0,aligned_faces\15120.png
15121,3-6,0-5,1.0,female,1.0,aligned_faces\15121.png
15122,30-39,30-39,0.6706,female,1.0,aligned_faces\15122.png
15123,20-29,20-29,0.7344,female,1.0,aligned_faces\15123.png
15124,20-29,20-29,0.6906,male,0.6906,aligned_faces\15124.png
15125,30-39,30-39,1.0,female,1.0,aligned_faces\15125.png
15126,30-39,30-39,0.6896,male,1.0,aligned_faces\15126.png
15127,30-39,30-39,0.6922,female,1.0,aligned_faces\15127.png
15128,40-49,40-49,1.0,male,0.6839,aligned_faces\15128.png
